科室,指标编码,指标名称,年份,月份,数值,指标单位
消化内科,oper_change_avg_wait_time,平均手术换台时长,2023,12,1.5,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,1,1.6,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,2,1.4,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,3,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,4,1.1,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,5,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,6,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,7,1.1,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,8,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,9,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,10,1.3,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,11,1.5,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2024,12,1.5,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,1,1.7,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,2,1.5,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,3,1.4,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,4,1.3,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,5,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,6,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,7,1.1,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,8,1.2,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,9,1.4,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,10,1.5,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,11,1.6,分钟
消化内科,oper_change_avg_wait_time,平均手术换台时长,2025,12,1.6,分钟
消化内科,nb_of_inp,住院人次,2022,1,970.0,人次
消化内科,nb_of_inp,住院人次,2022,2,908.0,人次
消化内科,nb_of_inp,住院人次,2022,3,828.0,人次
消化内科,nb_of_inp,住院人次,2022,4,858.0,人次
消化内科,nb_of_inp,住院人次,2022,5,708.0,人次
消化内科,nb_of_inp,住院人次,2022,6,723.0,人次
消化内科,nb_of_inp,住院人次,2022,7,813.0,人次
消化内科,nb_of_inp,住院人次,2022,8,753.0,人次
消化内科,nb_of_inp,住院人次,2022,9,852.0,人次
消化内科,nb_of_inp,住院人次,2022,10,1090.0,人次
消化内科,nb_of_inp,住院人次,2022,11,1037.0,人次
消化内科,nb_of_inp,住院人次,2022,12,1048.0,人次
消化内科,nb_of_inp,住院人次,2023,1,1061.0,人次
消化内科,nb_of_inp,住院人次,2023,2,977.0,人次
消化内科,nb_of_inp,住院人次,2023,3,994.0,人次
消化内科,nb_of_inp,住院人次,2023,4,950.0,人次
消化内科,nb_of_inp,住院人次,2023,5,786.0,人次
消化内科,nb_of_inp,住院人次,2023,6,825.0,人次
消化内科,nb_of_inp,住院人次,2023,7,791.0,人次
消化内科,nb_of_inp,住院人次,2023,8,935.0,人次
消化内科,nb_of_inp,住院人次,2023,9,990.0,人次
消化内科,nb_of_inp,住院人次,2023,10,1055.0,人次
消化内科,nb_of_inp,住院人次,2023,11,1189.0,人次
消化内科,nb_of_inp,住院人次,2023,12,1112.0,人次
消化内科,nb_of_inp,住院人次,2024,1,1214.0,人次
消化内科,nb_of_inp,住院人次,2024,2,1255.0,人次
消化内科,nb_of_inp,住院人次,2024,3,981.0,人次
消化内科,nb_of_inp,住院人次,2024,4,1000.0,人次
消化内科,nb_of_inp,住院人次,2024,5,809.0,人次
消化内科,nb_of_inp,住院人次,2024,6,862.0,人次
消化内科,nb_of_inp,住院人次,2024,7,948.0,人次
消化内科,nb_of_inp,住院人次,2024,8,983.0,人次
消化内科,nb_of_inp,住院人次,2024,9,994.0,人次
消化内科,nb_of_inp,住院人次,2024,10,1213.0,人次
消化内科,nb_of_inp,住院人次,2024,11,1348.0,人次
消化内科,nb_of_inp,住院人次,2024,12,1163.0,人次
消化内科,nb_of_inp,住院人次,2025,1,1343.0,人次
消化内科,nb_of_inp,住院人次,2025,2,1209.0,人次
消化内科,nb_of_inp,住院人次,2025,3,1185.0,人次
消化内科,nb_of_inp,住院人次,2025,4,1121.0,人次
消化内科,nb_of_inp,住院人次,2025,5,882.0,人次
消化内科,nb_of_inp,住院人次,2025,6,948.0,人次
消化内科,nb_of_inp,住院人次,2025,7,852.0,人次
消化内科,nb_of_inp,住院人次,2025,8,958.0,人次
消化内科,nb_of_inp,住院人次,2025,9,1146.0,人次
消化内科,nb_of_inp,住院人次,2025,10,1186.0,人次
消化内科,nb_of_inp,住院人次,2025,11,1431.0,人次
消化内科,nb_of_inp,住院人次,2025,12,1457.0,人次
消化内科,oper_inp_ratio,住院患者手术率,2022,1,1.9220160110170343,%
消化内科,oper_inp_ratio,住院患者手术率,2022,2,1.8248550935097023,%
消化内科,oper_inp_ratio,住院患者手术率,2022,3,1.6346546570460387,%
消化内科,oper_inp_ratio,住院患者手术率,2022,4,1.3494478072335896,%
消化内科,oper_inp_ratio,住院患者手术率,2022,5,1.3070353424565528,%
消化内科,oper_inp_ratio,住院患者手术率,2022,6,1.311586639371562,%
消化内科,oper_inp_ratio,住院患者手术率,2022,7,1.1442943342439407,%
消化内科,oper_inp_ratio,住院患者手术率,2022,8,1.3414091601651443,%
消化内科,oper_inp_ratio,住院患者手术率,2022,9,1.6456896777486107,%
消化内科,oper_inp_ratio,住院患者手术率,2022,10,1.6677856089501524,%
消化内科,oper_inp_ratio,住院患者手术率,2022,11,1.6074373174554788,%
消化内科,oper_inp_ratio,住院患者手术率,2022,12,1.8540477456205984,%
消化内科,oper_inp_ratio,住院患者手术率,2023,1,1.9999848688287767,%
消化内科,oper_inp_ratio,住院患者手术率,2023,2,1.6703147035546604,%
消化内科,oper_inp_ratio,住院患者手术率,2023,3,1.491080315663059,%
消化内科,oper_inp_ratio,住院患者手术率,2023,4,1.4957096143059059,%
消化内科,oper_inp_ratio,住院患者手术率,2023,5,1.4359468593653917,%
消化内科,oper_inp_ratio,住院患者手术率,2023,6,1.3630133076570692,%
消化内科,oper_inp_ratio,住院患者手术率,2023,7,1.4213890528175075,%
消化内科,oper_inp_ratio,住院患者手术率,2023,8,1.445909179912609,%
消化内科,oper_inp_ratio,住院患者手术率,2023,9,1.7007785152927053,%
消化内科,oper_inp_ratio,住院患者手术率,2023,10,1.9378147609249436,%
消化内科,oper_inp_ratio,住院患者手术率,2023,11,2.1057557546840493,%
消化内科,oper_inp_ratio,住院患者手术率,2023,12,1.83656263394204,%
消化内科,oper_inp_ratio,住院患者手术率,2024,1,2.175020668575459,%
消化内科,oper_inp_ratio,住院患者手术率,2024,2,1.896931572051613,%
消化内科,oper_inp_ratio,住院患者手术率,2024,3,1.8640271258891936,%
消化内科,oper_inp_ratio,住院患者手术率,2024,4,1.5573412121923058,%
消化内科,oper_inp_ratio,住院患者手术率,2024,5,1.3929070851181282,%
消化内科,oper_inp_ratio,住院患者手术率,2024,6,1.323070460802513,%
消化内科,oper_inp_ratio,住院患者手术率,2024,7,1.3603603013064114,%
消化内科,oper_inp_ratio,住院患者手术率,2024,8,1.49917625650726,%
消化内科,oper_inp_ratio,住院患者手术率,2024,9,1.8348451264457661,%
消化内科,oper_inp_ratio,住院患者手术率,2024,10,2.0891840146967087,%
消化内科,oper_inp_ratio,住院患者手术率,2024,11,2.1915564404138155,%
消化内科,oper_inp_ratio,住院患者手术率,2024,12,2.099585204496099,%
消化内科,oper_inp_ratio,住院患者手术率,2025,1,2.310202414889084,%
消化内科,oper_inp_ratio,住院患者手术率,2025,2,2.0900694306281733,%
消化内科,oper_inp_ratio,住院患者手术率,2025,3,1.8162486680799284,%
消化内科,oper_inp_ratio,住院患者手术率,2025,4,1.6063533689515592,%
消化内科,oper_inp_ratio,住院患者手术率,2025,5,1.6282296142702646,%
消化内科,oper_inp_ratio,住院患者手术率,2025,6,1.5282413208459227,%
消化内科,oper_inp_ratio,住院患者手术率,2025,7,1.4603045731660547,%
消化内科,oper_inp_ratio,住院患者手术率,2025,8,1.5468939905067691,%
消化内科,oper_inp_ratio,住院患者手术率,2025,9,1.7915979688140227,%
消化内科,oper_inp_ratio,住院患者手术率,2025,10,1.8879356143524608,%
消化内科,oper_inp_ratio,住院患者手术率,2025,11,2.061952810960415,%
消化内科,oper_inp_ratio,住院患者手术率,2025,12,2.442754744023657,%
消化内科,admission_rate,入院率,2022,1,24.115994730480114,%
消化内科,admission_rate,入院率,2022,2,19.87477569955763,%
消化内科,admission_rate,入院率,2022,3,20.038179327146636,%
消化内科,admission_rate,入院率,2022,4,17.529157946358747,%
消化内科,admission_rate,入院率,2022,5,14.871414839723833,%
消化内科,admission_rate,入院率,2022,6,16.129893732857386,%
消化内科,admission_rate,入院率,2022,7,15.765723809019285,%
消化内科,admission_rate,入院率,2022,8,15.344109661608842,%
消化内科,admission_rate,入院率,2022,9,18.359717123379426,%
消化内科,admission_rate,入院率,2022,10,21.269318994693165,%
消化内科,admission_rate,入院率,2022,11,21.635907541128162,%
消化内科,admission_rate,入院率,2022,12,20.83080292896789,%
消化内科,admission_rate,入院率,2023,1,25.041930921306196,%
消化内科,admission_rate,入院率,2023,2,22.77489256906528,%
消化内科,admission_rate,入院率,2023,3,21.41302913711652,%
消化内科,admission_rate,入院率,2023,4,18.113902438556764,%
消化内科,admission_rate,入院率,2023,5,17.329229727459964,%
消化内科,admission_rate,入院率,2023,6,15.826653123877769,%
消化内科,admission_rate,入院率,2023,7,15.45028709952272,%
消化内科,admission_rate,入院率,2023,8,19.618045767394936,%
消化内科,admission_rate,入院率,2023,9,21.83067195239032,%
消化内科,admission_rate,入院率,2023,10,21.28643898110664,%
消化内科,admission_rate,入院率,2023,11,26.291586811474158,%
消化内科,admission_rate,入院率,2023,12,23.01222710948611,%
消化内科,admission_rate,入院率,2024,1,28.331437555821044,%
消化内科,admission_rate,入院率,2024,2,24.455588061084384,%
消化内科,admission_rate,入院率,2024,3,24.1803413610383,%
消化内科,admission_rate,入院率,2024,4,20.96559351377369,%
消化内科,admission_rate,入院率,2024,5,19.26876555707056,%
消化内科,admission_rate,入院率,2024,6,16.26430932533298,%
消化内科,admission_rate,入院率,2024,7,19.14198576119648,%
消化内科,admission_rate,入院率,2024,8,19.39181924498212,%
消化内科,admission_rate,入院率,2024,9,22.74623942513172,%
消化内科,admission_rate,入院率,2024,10,26.070479472308037,%
消化内科,admission_rate,入院率,2024,11,26.584935257147492,%
消化内科,admission_rate,入院率,2024,12,26.75026383662769,%
消化内科,admission_rate,入院率,2025,1,29.482462106646043,%
消化内科,admission_rate,入院率,2025,2,24.54308362278195,%
消化内科,admission_rate,入院率,2025,3,22.539494177653577,%
消化内科,admission_rate,入院率,2025,4,21.616435772702342,%
消化内科,admission_rate,入院率,2025,5,20.741612311317468,%
消化内科,admission_rate,入院率,2025,6,19.86207320749206,%
消化内科,admission_rate,入院率,2025,7,18.193362644439244,%
消化内科,admission_rate,入院率,2025,8,20.127854467061585,%
消化内科,admission_rate,入院率,2025,9,24.70181306868979,%
消化内科,admission_rate,入院率,2025,10,25.312555750129672,%
消化内科,admission_rate,入院率,2025,11,29.955576433381058,%
消化内科,admission_rate,入院率,2025,12,26.05425617078752,%
消化内科,nb_of_admission_emg,急诊转入院人次,2022,1,83.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,2,78.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,3,81.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,4,64.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,5,63.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,6,63.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,7,64.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,8,62.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,9,71.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,10,78.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,11,87.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2022,12,93.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,1,88.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,2,82.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,3,78.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,4,80.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,5,74.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,6,60.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,7,68.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,8,77.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,9,87.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,10,92.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,11,94.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2023,12,89.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,1,110.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,2,102.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,3,91.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,4,72.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,5,69.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,6,65.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,7,68.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,8,81.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,9,80.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,10,106.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,11,113.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2024,12,98.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,1,116.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,2,101.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,3,98.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,4,80.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,5,78.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,6,77.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,7,77.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,8,79.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,9,91.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,10,97.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,11,101.0,人次
消化内科,nb_of_admission_emg,急诊转入院人次,2025,12,118.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,1,46.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,2,39.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,3,40.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,4,31.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,5,30.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,6,30.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,7,33.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,8,32.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,9,41.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,10,38.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,11,44.0,人次
消化内科,nb_of_transfer_in,转入人次,2022,12,42.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,1,50.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,2,43.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,3,44.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,4,36.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,5,37.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,6,35.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,7,31.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,8,34.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,9,38.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,10,42.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,11,52.0,人次
消化内科,nb_of_transfer_in,转入人次,2023,12,48.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,1,53.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,2,45.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,3,48.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,4,43.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,5,39.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,6,36.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,7,34.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,8,40.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,9,45.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,10,50.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,11,48.0,人次
消化内科,nb_of_transfer_in,转入人次,2024,12,55.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,1,53.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,2,55.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,3,46.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,4,39.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,5,42.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,6,39.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,7,42.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,8,45.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,9,49.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,10,48.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,11,50.0,人次
消化内科,nb_of_transfer_in,转入人次,2025,12,62.0,人次
消化内科,key_drg_pct,关键DRG占比,2022,1,49.57502574591739,%
消化内科,key_drg_pct,关键DRG占比,2022,2,51.5532595167365,%
消化内科,key_drg_pct,关键DRG占比,2022,3,43.816020109529205,%
消化内科,key_drg_pct,关键DRG占比,2022,4,40.00989744931562,%
消化内科,key_drg_pct,关键DRG占比,2022,5,39.24125465519975,%
消化内科,key_drg_pct,关键DRG占比,2022,6,38.436397367077355,%
消化内科,key_drg_pct,关键DRG占比,2022,7,37.41564211860592,%
消化内科,key_drg_pct,关键DRG占比,2022,8,37.36510163216762,%
消化内科,key_drg_pct,关键DRG占比,2022,9,46.157479097924266,%
消化内科,key_drg_pct,关键DRG占比,2022,10,54.590260296811884,%
消化内科,key_drg_pct,关键DRG占比,2022,11,50.959619922166105,%
消化内科,key_drg_pct,关键DRG占比,2022,12,50.07247384367293,%
消化内科,key_drg_pct,关键DRG占比,2023,1,63.44091665838464,%
消化内科,key_drg_pct,关键DRG占比,2023,2,50.68251008061044,%
消化内科,key_drg_pct,关键DRG占比,2023,3,48.07419023742492,%
消化内科,key_drg_pct,关键DRG占比,2023,4,42.68484967041295,%
消化内科,key_drg_pct,关键DRG占比,2023,5,40.06331620359446,%
消化内科,key_drg_pct,关键DRG占比,2023,6,40.88738784146392,%
消化内科,key_drg_pct,关键DRG占比,2023,7,39.98286361783866,%
消化内科,key_drg_pct,关键DRG占比,2023,8,46.884730102343156,%
消化内科,key_drg_pct,关键DRG占比,2023,9,47.56685677350986,%
消化内科,key_drg_pct,关键DRG占比,2023,10,57.39708213889367,%
消化内科,key_drg_pct,关键DRG占比,2023,11,59.50594476991533,%
消化内科,key_drg_pct,关键DRG占比,2023,12,56.04623393946007,%
消化内科,key_drg_pct,关键DRG占比,2024,1,61.12402005168823,%
消化内科,key_drg_pct,关键DRG占比,2024,2,58.224012138357345,%
消化内科,key_drg_pct,关键DRG占比,2024,3,53.31932314811913,%
消化内科,key_drg_pct,关键DRG占比,2024,4,47.975033903873545,%
消化内科,key_drg_pct,关键DRG占比,2024,5,46.60314767255473,%
消化内科,key_drg_pct,关键DRG占比,2024,6,41.39163855588583,%
消化内科,key_drg_pct,关键DRG占比,2024,7,44.49744914631583,%
消化内科,key_drg_pct,关键DRG占比,2024,8,46.92035310909866,%
消化内科,key_drg_pct,关键DRG占比,2024,9,53.78650593755017,%
消化内科,key_drg_pct,关键DRG占比,2024,10,60.512338601751686,%
消化内科,key_drg_pct,关键DRG占比,2024,11,65.220244924348,%
消化内科,key_drg_pct,关键DRG占比,2024,12,66.13541216873516,%
消化内科,key_drg_pct,关键DRG占比,2025,1,63.01711496874819,%
消化内科,key_drg_pct,关键DRG占比,2025,2,56.18606387691372,%
消化内科,key_drg_pct,关键DRG占比,2025,3,62.32008833221187,%
消化内科,key_drg_pct,关键DRG占比,2025,4,46.11628974485063,%
消化内科,key_drg_pct,关键DRG占比,2025,5,47.44120003574756,%
消化内科,key_drg_pct,关键DRG占比,2025,6,49.52675048131313,%
消化内科,key_drg_pct,关键DRG占比,2025,7,50.84127271391101,%
消化内科,key_drg_pct,关键DRG占比,2025,8,46.54938965877699,%
消化内科,key_drg_pct,关键DRG占比,2025,9,55.00855029873687,%
消化内科,key_drg_pct,关键DRG占比,2025,10,66.74089043137207,%
消化内科,key_drg_pct,关键DRG占比,2025,11,71.42232961764581,%
消化内科,key_drg_pct,关键DRG占比,2025,12,72.40340320436086,%
消化内科,advantage_drg_pct,优势DRG占比,2022,1,34.08840589342156,%
消化内科,advantage_drg_pct,优势DRG占比,2022,2,30.957763283049342,%
消化内科,advantage_drg_pct,优势DRG占比,2022,3,32.44099277488862,%
消化内科,advantage_drg_pct,优势DRG占比,2022,4,29.843231254846057,%
消化内科,advantage_drg_pct,优势DRG占比,2022,5,27.120874701474538,%
消化内科,advantage_drg_pct,优势DRG占比,2022,6,22.991571310687522,%
消化内科,advantage_drg_pct,优势DRG占比,2022,7,26.694331803220503,%
消化内科,advantage_drg_pct,优势DRG占比,2022,8,24.847630685213648,%
消化内科,advantage_drg_pct,优势DRG占比,2022,9,28.10500734729565,%
消化内科,advantage_drg_pct,优势DRG占比,2022,10,36.4099496528774,%
消化内科,advantage_drg_pct,优势DRG占比,2022,11,36.99812259941489,%
消化内科,advantage_drg_pct,优势DRG占比,2022,12,35.4688082313664,%
消化内科,advantage_drg_pct,优势DRG占比,2023,1,34.839857706779405,%
消化内科,advantage_drg_pct,优势DRG占比,2023,2,39.439423386727604,%
消化内科,advantage_drg_pct,优势DRG占比,2023,3,31.961984362419198,%
消化内科,advantage_drg_pct,优势DRG占比,2023,4,30.71266579292439,%
消化内科,advantage_drg_pct,优势DRG占比,2023,5,28.004851429829415,%
消化内科,advantage_drg_pct,优势DRG占比,2023,6,24.005952393845153,%
消化内科,advantage_drg_pct,优势DRG占比,2023,7,28.952440701222464,%
消化内科,advantage_drg_pct,优势DRG占比,2023,8,31.71100254333748,%
消化内科,advantage_drg_pct,优势DRG占比,2023,9,29.721492321547924,%
消化内科,advantage_drg_pct,优势DRG占比,2023,10,35.11170623256181,%
消化内科,advantage_drg_pct,优势DRG占比,2023,11,35.245083705532124,%
消化内科,advantage_drg_pct,优势DRG占比,2023,12,36.034869870005366,%
消化内科,advantage_drg_pct,优势DRG占比,2024,1,41.99638058620406,%
消化内科,advantage_drg_pct,优势DRG占比,2024,2,41.2753325974265,%
消化内科,advantage_drg_pct,优势DRG占比,2024,3,32.834203576064034,%
消化内科,advantage_drg_pct,优势DRG占比,2024,4,29.75865089964432,%
消化内科,advantage_drg_pct,优势DRG占比,2024,5,30.614263434086734,%
消化内科,advantage_drg_pct,优势DRG占比,2024,6,29.647810286120286,%
消化内科,advantage_drg_pct,优势DRG占比,2024,7,30.351568031180012,%
消化内科,advantage_drg_pct,优势DRG占比,2024,8,30.502760623765802,%
消化内科,advantage_drg_pct,优势DRG占比,2024,9,34.682954098929955,%
消化内科,advantage_drg_pct,优势DRG占比,2024,10,37.57499861086442,%
消化内科,advantage_drg_pct,优势DRG占比,2024,11,43.75449610026983,%
消化内科,advantage_drg_pct,优势DRG占比,2024,12,44.02378643956864,%
消化内科,advantage_drg_pct,优势DRG占比,2025,1,42.469000728965554,%
消化内科,advantage_drg_pct,优势DRG占比,2025,2,38.7302926801522,%
消化内科,advantage_drg_pct,优势DRG占比,2025,3,40.69408667446209,%
消化内科,advantage_drg_pct,优势DRG占比,2025,4,30.846042701585326,%
消化内科,advantage_drg_pct,优势DRG占比,2025,5,32.83268821883806,%
消化内科,advantage_drg_pct,优势DRG占比,2025,6,30.269257293370703,%
消化内科,advantage_drg_pct,优势DRG占比,2025,7,28.204181978852205,%
消化内科,advantage_drg_pct,优势DRG占比,2025,8,36.29473851253811,%
消化内科,advantage_drg_pct,优势DRG占比,2025,9,39.17214052983453,%
消化内科,advantage_drg_pct,优势DRG占比,2025,10,44.72039995665501,%
消化内科,advantage_drg_pct,优势DRG占比,2025,11,44.84130074815846,%
消化内科,advantage_drg_pct,优势DRG占比,2025,12,48.36429141467869,%
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,1,1156.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,2,1000.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,3,947.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,4,806.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,5,700.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,6,796.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,7,755.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,8,896.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,9,841.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,10,942.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,11,1092.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2022,12,1029.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,1,1082.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,2,1136.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,3,996.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,4,946.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,5,865.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,6,782.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,7,783.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,8,911.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,9,1049.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,10,1010.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,11,1225.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2023,12,1216.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,1,1167.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,2,1074.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,3,970.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,4,973.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,5,936.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,6,767.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,7,838.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,8,961.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,9,967.0,人次
